"preset_id","business_line_id","category_id","preset_level","preset_name_zh","visual_expression_mode","style_modifier","people_participation","preferred_background_ids","expected_visual_result","notes","inherits_preset_id"
"vp_ce_phone_a","biz_consumer_electronics","cat_phone","A","手机单品场景款","场景表达","combo_ce_photo_lifestyle / 消费电子高级摄影生活方式|combo_ce_partial_people_use / 消费电子人物局部使用（选一并记录）|光影策略（选一并记录）","否|是（随机）","bg_light_tech_product_space|bg_lifestyle_scene_soft","消费电子A档场景表达",""
"vp_ce_phone_s","biz_consumer_electronics","cat_phone","S","手机专题货盘陈列款","场景表达","combo_ce_miniature_theme / 消费电子微缩主题场景|combo_ce_surreal_product_scene / 消费电子超现实商品场景（选一并记录）|光影策略（选一并记录）","否","bg_light_tech_product_space|bg_clean_gradient_product","消费电子S档主题场景",""
"vp_ce_computer_b","biz_consumer_electronics","cat_computer","B","电脑极简发布商品款","稳定承托","极简产品发布感|主方向：主体清晰展示/功能局部特写/高级几何承托空间（选一并记录）；可融合另外1-2个辅助方向|浅色强对比/深色强对比（选一并记录）|材质边缘高光|光影策略（选一并记录）","否","bg_light_tech_product_space|bg_clean_gradient_product","极简发布感商品展示",""
"vp_ce_computer_a","biz_consumer_electronics","cat_computer","A","电脑单品场景款","场景表达","combo_ce_photo_lifestyle / 消费电子高级摄影生活方式|combo_ce_partial_people_use / 消费电子人物局部使用（选一并记录）|光影策略（选一并记录）","否|是（随机）","bg_work_study_desk|bg_lifestyle_scene_soft","消费电子A档场景表达",""
"vp_ce_computer_s","biz_consumer_electronics","cat_computer","S","电脑专题货盘陈列款","场景表达","combo_ce_miniature_theme / 消费电子微缩主题场景|combo_ce_surreal_product_scene / 消费电子超现实商品场景（选一并记录）|光影策略（选一并记录）","否","bg_work_study_desk|bg_light_tech_product_space","消费电子S档主题场景",""
"vp_ce_tablet_b","biz_consumer_electronics","cat_tablet","B","平板极简发布商品款","稳定承托","极简产品发布感|主方向：主体清晰展示/功能局部特写/高级几何承托空间（选一并记录）；可融合另外1-2个辅助方向|浅色强对比/深色强对比（选一并记录）|材质边缘高光|光影策略（选一并记录）","否","bg_light_tech_product_space|bg_clean_gradient_product","极简发布感商品展示",""
"vp_ce_tablet_a","biz_consumer_electronics","cat_tablet","A","平板单品场景款","场景表达","combo_ce_photo_lifestyle / 消费电子高级摄影生活方式|combo_ce_partial_people_use / 消费电子人物局部使用（选一并记录）|光影策略（选一并记录）","否|是（随机）","bg_work_study_desk|bg_lifestyle_scene_soft","消费电子A档场景表达",""
"vp_ce_tablet_s","biz_consumer_electronics","cat_tablet","S","平板专题货盘陈列款","场景表达","combo_ce_miniature_theme / 消费电子微缩主题场景|combo_ce_surreal_product_scene / 消费电子超现实商品场景（选一并记录）|光影策略（选一并记录）","否","bg_work_study_desk|bg_light_tech_product_space","消费电子S档主题场景",""
"vp_ce_camera_b","biz_consumer_electronics","cat_camera","B","摄影摄像极简发布商品款","稳定承托","极简产品发布感|主方向：主体清晰展示/功能局部特写/高级几何承托空间（选一并记录）；可融合另外1-2个辅助方向|浅色强对比/深色强对比（选一并记录）|材质边缘高光|光影策略（选一并记录）","否","bg_light_tech_product_space|bg_clean_gradient_product","极简发布感商品展示",""
"vp_ce_camera_a","biz_consumer_electronics","cat_camera","A","摄影摄像单品场景款","场景表达","combo_ce_photo_lifestyle / 消费电子高级摄影生活方式|combo_ce_partial_people_use / 消费电子人物局部使用（选一并记录）|光影策略（选一并记录）","否|是（随机）","bg_travel_camera_scene|bg_lifestyle_scene_soft","消费电子A档场景表达",""
"vp_ce_camera_s","biz_consumer_electronics","cat_camera","S","摄影摄像专题货盘陈列款","场景表达","combo_ce_miniature_theme / 消费电子微缩主题场景|combo_ce_surreal_product_scene / 消费电子超现实商品场景（选一并记录）|光影策略（选一并记录）","否","bg_travel_camera_scene|bg_light_tech_product_space","消费电子S档主题场景",""
"vp_ce_headphones_b","biz_consumer_electronics","cat_headphones","B","耳机极简发布商品款","稳定承托","极简产品发布感|主方向：主体清晰展示/功能局部特写/高级几何承托空间（选一并记录）；可融合另外1-2个辅助方向|浅色强对比/深色强对比（选一并记录）|材质边缘高光|光影策略（选一并记录）","否","bg_light_tech_product_space|bg_clean_gradient_product","极简发布感商品展示",""
"vp_ce_headphones_a","biz_consumer_electronics","cat_headphones","A","耳机单品场景款","场景表达","combo_ce_photo_lifestyle / 消费电子高级摄影生活方式|combo_ce_partial_people_use / 消费电子人物局部使用（选一并记录）|光影策略（选一并记录）","否|是（随机）","bg_lifestyle_scene_soft|bg_light_tech_product_space","消费电子A档场景表达",""
"vp_ce_headphones_s","biz_consumer_electronics","cat_headphones","S","耳机专题货盘陈列款","场景表达","combo_ce_miniature_theme / 消费电子微缩主题场景|combo_ce_surreal_product_scene / 消费电子超现实商品场景（选一并记录）|光影策略（选一并记录）","否","bg_lifestyle_scene_soft|bg_light_tech_product_space","消费电子S档主题场景",""
"vp_ce_wearable_b","biz_consumer_electronics","cat_smart_wearable","B","智能穿戴极简发布商品款","稳定承托","极简产品发布感|主方向：主体清晰展示/功能局部特写/高级几何承托空间（选一并记录）；可融合另外1-2个辅助方向|浅色强对比/深色强对比（选一并记录）|材质边缘高光|光影策略（选一并记录）","否","bg_light_tech_product_space|bg_clean_gradient_product","极简发布感商品展示",""
"vp_ce_wearable_a","biz_consumer_electronics","cat_smart_wearable","A","智能穿戴单品场景款","场景表达","combo_ce_photo_lifestyle / 消费电子高级摄影生活方式|combo_ce_partial_people_use / 消费电子人物局部使用（选一并记录）|光影策略（选一并记录）","否|是（随机）","bg_lifestyle_scene_soft|bg_light_tech_product_space","消费电子A档场景表达",""
"vp_ce_wearable_s","biz_consumer_electronics","cat_smart_wearable","S","智能穿戴专题货盘陈列款","场景表达","combo_ce_miniature_theme / 消费电子微缩主题场景|combo_ce_surreal_product_scene / 消费电子超现实商品场景（选一并记录）|光影策略（选一并记录）","否","bg_lifestyle_scene_soft|bg_light_tech_product_space","消费电子S档主题场景",""
"vp_ce_game_device_b","biz_consumer_electronics","cat_game_device","B","游戏设备极简发布商品款","稳定承托","极简产品发布感|主方向：主体清晰展示/功能局部特写/高级几何承托空间（选一并记录）；可融合另外1-2个辅助方向|浅色强对比/深色强对比（选一并记录）|材质边缘高光|光影策略（选一并记录）","否","bg_light_tech_product_space|bg_clean_gradient_product","极简发布感商品展示",""
"vp_ce_game_device_a","biz_consumer_electronics","cat_game_device","A","游戏设备单品场景款","场景表达","combo_ce_photo_lifestyle / 消费电子高级摄影生活方式|combo_ce_partial_people_use / 消费电子人物局部使用（选一并记录）|光影策略（选一并记录）","否|是（随机）","bg_light_tech_product_space|bg_lifestyle_scene_soft","消费电子A档场景表达",""
"vp_ce_game_device_s","biz_consumer_electronics","cat_game_device","S","游戏设备专题货盘陈列款","场景表达","combo_ce_miniature_theme / 消费电子微缩主题场景|combo_ce_surreal_product_scene / 消费电子超现实商品场景（选一并记录）|光影策略（选一并记录）","否","bg_light_tech_product_space|bg_lifestyle_scene_soft","消费电子S档主题场景",""
"vp_ce_home_appliance_b","biz_consumer_electronics","cat_home_appliance","B","生活电器极简发布商品款","稳定承托","极简产品发布感|主方向：主体清晰展示/功能局部特写/高级几何承托空间（选一并记录）；可融合另外1-2个辅助方向|浅色强对比/深色强对比（选一并记录）|材质边缘高光|光影策略（选一并记录）","否","bg_light_tech_product_space|bg_clean_gradient_product","极简发布感商品展示",""
"vp_ce_home_appliance_a","biz_consumer_electronics","cat_home_appliance","A","生活电器单品场景款","场景表达","combo_ce_photo_lifestyle / 消费电子高级摄影生活方式|combo_ce_partial_people_use / 消费电子人物局部使用（选一并记录）|光影策略（选一并记录）","否|是（随机）","bg_lifestyle_scene_soft|bg_work_study_desk","消费电子A档场景表达",""
"vp_ce_home_appliance_s","biz_consumer_electronics","cat_home_appliance","S","生活电器专题货盘陈列款","场景表达","combo_ce_miniature_theme / 消费电子微缩主题场景|combo_ce_surreal_product_scene / 消费电子超现实商品场景（选一并记录）|光影策略（选一并记录）","否","bg_lifestyle_scene_soft|bg_light_tech_product_space","消费电子S档主题场景",""
"vp_ce_general_b","biz_consumer_electronics","cat_general","B","消费电子综合极简发布商品款","稳定承托","极简产品发布感|主方向：主体清晰展示/功能局部特写/高级几何承托空间（选一并记录）；可融合另外1-2个辅助方向|浅色强对比/深色强对比（选一并记录）|材质边缘高光|光影策略（选一并记录）","否","bg_light_tech_product_space|bg_clean_gradient_product","极简发布感商品展示",""
"vp_ce_general_a","biz_consumer_electronics","cat_general","A","消费电子综合单品场景款","场景表达","combo_ce_photo_lifestyle / 消费电子高级摄影生活方式|combo_ce_partial_people_use / 消费电子人物局部使用（选一并记录）|光影策略（选一并记录）","否|是（随机）","bg_light_tech_product_space|bg_lifestyle_scene_soft|bg_work_study_desk","消费电子A档场景表达",""
"vp_ce_general_s","biz_consumer_electronics","cat_general","S","消费电子综合专题货盘陈列款","场景表达","combo_ce_miniature_theme / 消费电子微缩主题场景|combo_ce_surreal_product_scene / 消费电子超现实商品场景（选一并记录）|光影策略（选一并记录）","否","bg_light_tech_product_space|bg_lifestyle_scene_soft","消费电子S档主题场景",""
"vp_ce_all_b","biz_consumer_electronics","cat_all","B","消费电子极简发布商品款","稳定承托","极简产品发布感|主方向：主体清晰展示/功能局部特写/高级几何承托空间（选一并记录）；可融合另外1-2个辅助方向|浅色强对比/深色强对比（选一并记录）|材质边缘高光|光影策略（选一并记录）","否","bg_light_tech_product_space|bg_clean_gradient_product","极简发布感商品展示",""
"vp_ce_all_a","biz_consumer_electronics","cat_all","A","消费电子单品场景款","场景表达","combo_ce_photo_lifestyle / 消费电子高级摄影生活方式|combo_ce_partial_people_use / 消费电子人物局部使用（选一并记录）|光影策略（选一并记录）","否|是（随机）","bg_light_tech_product_space|bg_work_study_desk|bg_travel_camera_scene|bg_lifestyle_scene_soft","消费电子A档场景表达",""
"vp_ce_all_s","biz_consumer_electronics","cat_all","S","消费电子专题货盘陈列款","场景表达","combo_ce_miniature_theme / 消费电子微缩主题场景|combo_ce_surreal_product_scene / 消费电子超现实商品场景（选一并记录）|光影策略（选一并记录）","否","bg_light_tech_product_space|bg_work_study_desk|bg_travel_camera_scene|bg_lifestyle_scene_soft","消费电子S档主题场景",""
"vp_n_billiards_b","biz_n_category","cat_billiards_cue","B","台球杆高级商品摄影棚拍款","稳定承托","combo_billiards_cue_diagonal_texture / 台球杆斜向质感陈列|高级商品摄影棚拍|高级商品光影调制|4:3 左文右图标题克制留白","否","bg_billiards_premium_texture_display|bg_billiards_clean_table|bg_product_podium","高级商品摄影局部质感棚拍",""
"vp_n_billiards_a","biz_n_category","cat_billiards_cue","A","台球杆生活兴趣场景款","场景表达","combo_billiards_cue_natural_texture_display / 台球杆自然质感陈列（无人物）|combo_billiards_cue_people_use / 台球杆人物使用陈列（人物参与为是）|生活兴趣场景|loft/木质/轻室内环境|背景元素从台球、巧粉、架杆、局部训练台面、植物投影、书本纸张、少量浅色器物中选择 2 个|控制感、专业性、克制生活元素","否|是（仅按补充要求触发）","bg_billiards_clean_table","生活兴趣场景下的台球杆主视觉",""
"vp_n_billiards_s","biz_n_category","cat_billiards_cue","S","台球杆超现实概念主视觉款","场景表达","combo_billiards_cue_natural_texture_display / 台球杆自然质感陈列（无人物）|combo_billiards_cue_people_use / 台球杆人物使用陈列（人物参与为是）|超现实概念主视觉|主方向默认优先超现实桌台重构，也可按需求切换为材质漂浮空间、几何结构解构空间或光线雕刻空间|背景元素从浅色石台、漂浮岩石、漂浮材质碎片、雾化空气、柔金属高光、台阶、立柱、浅色建筑感结构、黑球8中选择 2 个；如出现球体，统一表现为黑球8，并根据出杆关系、构图和概念空间需要决定位置和存在感|抽象背景、高端广告感、器材精密感、戏剧化空间与克制光影","否|是（按补充要求触发）","bg_billiards_surreal_concept_space|bg_product_podium|bg_premium_dark_trust","超现实概念空间下的高端器材主视觉",""
"vp_n_bicycle_b","biz_n_category","cat_bicycle","B","骑行高级商品摄影棚拍款","稳定承托","高级商品摄影B档|主方向：强对比运动器材广告棚拍|调用背景：bg_bicycle_contrast_colorblock_studio / 骑行强对比几何色块棚拍背景|调用高级商品光影调制|骑行商品角度（选一并记录）|品类展开：大车近景广告构图、前轮近景放大、车身向后延伸、低机位三分之四侧前方、车架轮廓光、轮组高光、轮胎接触阴影、路面低反射、墙地交界阴影","否","bg_bicycle_contrast_colorblock_studio","强对比高级几何色块商品棚拍",""
"vp_n_bicycle_a","biz_n_category","cat_bicycle","A","骑行速度情绪广告海报款","场景表达","广告摄影+平面海报化背景处理（大面积天空色场/晚霞情绪底/城市远景虚化/山体剪影/海岸线与道路切线/围墙局部色块/地平线构图，可混搭；每次确定 1 个主结构元素，再补充 1-2 个辅助环境元素，并记录）|强化骑行速度感、地面速度拖影、强侧逆光、前后空间压缩、速度透视（写入最终Prompt）|杂志广告式调色/轻度平面化/远景降细节（写入最终Prompt）|默认弱加入画面内部的哑光纸张颗粒与轻印刷感，质感主要落在留白区与顶部编辑装饰周围（写入最终Prompt）|固定加入顶部横向留白区域的 2-3 组编辑型信息簇，信息内容只从主标题、副标题、装饰字中提炼为简短英文词，并使用 //、短横线或点列组织为低存在感装饰结构，记录其位置与样式（写入最终Prompt）|骑行商品角度（选一并记录）|高级商品光影调制","否|是（按补充或素材）","bg_outdoor_cycling_scene","一个有冲突、有速度、有情绪的骑行视觉海报",""
"vp_n_bicycle_s","biz_n_category","cat_bicycle","S","骑行微缩或超现实主题场景款","场景表达","骑行微缩主题场景/骑行超现实商品场景（选一并记录）|骑行商品角度（选一并记录）|高级商品光影调制","否","bg_outdoor_cycling_scene|bg_graphic_operation|bg_lifestyle_scene_soft","骑行主题化场景",""
"vp_n_music_b","biz_n_category","cat_musical_instrument","B","乐器材质空间窗光商品棚拍款","场景表达","高级商品摄影B档|主方向：乐器低语境材质空间场景棚拍|调用高级商品光影调制|品类展开：木质墙面/木地板/深色声学墙/暖色墙面、暗部层次、木纹或金属高光、琴体边缘轮廓光、接触阴影、专业器材质感；保持低语境空间语境和专业器材广告感，不进入音乐生活方式角落、私人收藏角落或完整编辑装饰场景|标题沿用乐器 B/A 共用的压实型音乐海报展示黑体：端正稳定、字面宽大、笔画厚实、局部切角克制、内白略收紧，并带少量宋意/衬线式刀锋收笔；不做完整宋体、普通电商粗黑体或柔和文艺字（写入最终Prompt）|固定保留乐器 B/A 微装饰完成层：若用户提供装饰字则作为手写感低优先级叠加元素轻放在标题附近、标题呼吸区或主视觉边缘；另外固定 1 组极低存在感英文微装饰，只可使用 tiny English words、short tags、短横线、点列或 //，不形成额外事实信息","否","bg_music_material_window_light","乐器材质空间窗光场景棚拍","默认使用 bg_music_material_window_light；B 档改为场景表达，但仍保持低语境材质空间、商品识别和专业器材广告感，不调用音乐生活方式角落背景；仅固定保留 1 组版式级英文微装饰和用户装饰字，不扩展成生活方式角落陈列。"
"vp_n_music_a","biz_n_category","cat_musical_instrument","A","乐器音乐生活角落与清爽活动场景款","场景表达","默认使用音乐生活方式角落|音乐生活角落方向：私人收藏痕迹、微英文栏目头、轻手写批注、轻肌理、轻印刷/轻胶片感、下午窗侧自然光（写入最终Prompt）|标题沿用乐器 B/A 共用的压实型音乐海报展示黑体：端正稳定、字面宽大、笔画厚实、局部切角克制、内白略收紧，并带少量宋意/衬线式刀锋收笔；不因 editorial 场景转成细黑、细宋、圆润黑体、完整衬线标题或柔和文艺字（写入最终Prompt）|固定保留乐器 B/A 微装饰完成层：若用户提供装饰字则作为手写感低优先级叠加元素轻放在标题附近、标题呼吸区或主视觉边缘；另外固定 1-2 组极低存在感英文微装饰，只可使用 tiny English words、short tags、短横线、点列或 //，不形成额外事实信息|当补充或素材明确出现其他场景、节日、季节、空间、活动或陈列语义时，切换到清爽音乐活动生活方式场景：品牌音乐空间、轻舞台氛围、阳台露台、花园音乐角、夏日音乐活动、音乐主题橱窗（按补充或素材选一并记录）；默认使用远景降细节、轻度平面化、杂志广告式调色，画面带有极轻的哑光纸张颗粒和轻印刷感，微装饰优先分布在边角、外缘留白和次要空隙处（写入最终Prompt）|人物使用关系/无人物陈列（按选中方向与补充记录）","否|是（按选中方向与补充）","bg_music_editorial_paper_studio|bg_music_fresh_event_lifestyle","默认音乐生活方式角落；有其他场景语义时转入清爽音乐活动场景","A 档默认使用 bg_music_editorial_paper_studio；不再要求用户补充私人收藏、personal belongings、英文小装饰、纸感、印刷感、胶片感、浅色或深色等词才命中。仅当补充或素材明确出现其他场景、节日、季节、空间、活动或陈列语义时，A 档转入 bg_music_fresh_event_lifestyle；该方向默认使用远景降细节、轻度平面化、杂志广告式调色，画面带有极轻的哑光纸张颗粒和轻印刷感，并延续固定的 1-2 组英文微装饰完成层；该方向默认无人物陈列，仅在补充或素材明确要求人物、演奏、手部、弹奏、使用时允许人物使用关系。"
"vp_n_music_s","biz_n_category","cat_musical_instrument","S","乐器强主题主视觉款","场景表达","强主题主视觉|固定夜场舞台氛围|黑场舞台/灯束/烟雾/人群剪影/声波或屏幕结构（写入最终Prompt）|默认弱加入极轻哑光纸张颗粒、很淡印刷肌理和 1-2 组低存在感编辑型小装饰，装饰仅分布在边角、外缘留白或标题呼吸区，不改写 S 档主空间逻辑；标题字形默认参考已验证样图的强主题舞台海报字形气质，强调端正稳定、字面宽大、笔画厚实、边缘干净和轻微印刷颗粒，不借用参考图颜色（写入最终Prompt）；标题整体只使用两种颜色，其中大部分文字使用主色，只允许一个连续词组使用跳色，不引入第三种强调色；横版标题组保留左右呼吸空间，不横向撑满文字区（写入最终Prompt）；装饰只使用极小英文短词、短横线、点列、// 或轻编号感，不引入年份、期号、季节或其他新增事实（写入最终Prompt）","否|是（按补充或画面需要）","bg_music_concert_surreal_scene","乐器强主题主视觉场景","S 档固定使用夜场舞台氛围，不再切换到明亮主题陈列；音乐节、festival、音约，以及其他活动感补充信息，默认都在夜场舞台体系内消化。S 档标题字形默认参考已验证样图的字形气质，但标题颜色仍按当前画面明暗、商品主色和可读性单独决策，不复制参考图配色；整体只使用两种颜色，只允许一个连续词组跳色。横版标题组保持左右呼吸空间，不横向撑满文字区。S 档默认稳定带有极轻哑光纸张颗粒、很淡印刷肌理和 1-2 组低存在感编辑型小装饰，作为弱完成层附着在原有舞台主空间上；这些装饰不能改写成 A 档私人收藏/生活方式角落，也不引入年份、期号、季节或其他新增事实。"
"vp_membership_day_b","biz_membership","cat_membership_day","B","会员日回收B档视觉路径","稳定承托","会员业务保持自身语义；视觉路径继承回收 B 档","否","","会员日稳定承托视觉","视觉上直接继承 vp_recycle_all_b；只继承视觉结构，不继承回收服务词。","vp_recycle_all_b"
"vp_membership_day_a","biz_membership","cat_membership_day","A","会员日高级图生图合成款","场景表达","会员日 2:1 图生图底图 + 固定代码层合成|高级暖金材质光影|细哑光颗粒与自由随机材质纹理|下方主视觉稳定构图","否","bg_membership_premium_gold","会员日高级暖金图生图加固定代码合成","AI 底图只含毛笔主标题、商品前景、金币和背景；顶标、日期、规则按钮与底部弧形由 renderer 合成。",""
"vp_membership_day_s","biz_membership","cat_membership_day","S","会员日高级图生图合成款","","","","","","与 A 档使用同一路径。","vp_membership_day_a"
